gId,filename,catalog_timestamp_utc,station,event_id,case_type
5091251,3RIMG_20JUN2017_0045_L2B_CMK_V01R00.h5,2017-06-20T00:45:00Z,VECC,VECC_TS_01_20170619T10,thunderstorm_episode
5091348,3RIMG_20JUN2017_0115_L2B_CMK_V01R00.h5,2017-06-20T01:15:00Z,VECC,VECC_TS_01_20170619T10,thunderstorm_episode
5091429,3RIMG_20JUN2017_0145_L2B_CMK_V01R00.h5,2017-06-20T01:45:00Z,VECC,VECC_TS_01_20170619T10,thunderstorm_episode
5091506,3RIMG_20JUN2017_0215_L2B_CMK_V01R00.h5,2017-06-20T02:15:00Z,VECC,VECC_TS_01_20170619T10,thunderstorm_episode
5091595,3RIMG_20JUN2017_0245_L2B_CMK_V01R00.h5,2017-06-20T02:45:00Z,VECC,VECC_TS_01_20170619T10,thunderstorm_episode
5532726,3RIMG_02NOV2017_0915_L2B_CMK_V01R00.h5,2017-11-02T09:15:00Z,VOCI,VOCI_TS_04_20171102T11,thunderstorm_episode
5532769,3RIMG_02NOV2017_0945_L2B_CMK_V01R00.h5,2017-11-02T09:45:00Z,VOCI,VOCI_TS_04_20171102T11,thunderstorm_episode
5532839,3RIMG_02NOV2017_1015_L2B_CMK_V01R00.h5,2017-11-02T10:15:00Z,VOCI,VOCI_TS_04_20171102T11,thunderstorm_episode
5532925,3RIMG_02NOV2017_1045_L2B_CMK_V01R00.h5,2017-11-02T10:45:00Z,VOCI,VOCI_TS_04_20171102T11,thunderstorm_episode
5532988,3RIMG_02NOV2017_1115_L2B_CMK_V01R00.h5,2017-11-02T11:15:00Z,VOCI,VOCI_TS_04_20171102T11,thunderstorm_episode
5533054,3RIMG_02NOV2017_1145_L2B_CMK_V01R00.h5,2017-11-02T11:45:00Z,VOCI,VOCI_TS_04_20171102T11,thunderstorm_episode
5533110,3RIMG_02NOV2017_1215_L2B_CMK_V01R00.h5,2017-11-02T12:15:00Z,VOCI,VOCI_TS_04_20171102T11,thunderstorm_episode
5533186,3RIMG_02NOV2017_1245_L2B_CMK_V01R00.h5,2017-11-02T12:45:00Z,VOCI,VOCI_TS_04_20171102T11,thunderstorm_episode
5533217,3RIMG_02NOV2017_1315_L2B_CMK_V01R00.h5,2017-11-02T13:15:00Z,VOCI,VOCI_TS_04_20171102T11,thunderstorm_episode
5533250,3RIMG_02NOV2017_1345_L2B_CMK_V01R00.h5,2017-11-02T13:45:00Z,VOCI,VOCI_TS_04_20171102T11,thunderstorm_episode
5533338,3RIMG_02NOV2017_1415_L2B_CMK_V01R00.h5,2017-11-02T14:15:00Z,VOCI,VOCI_TS_04_20171102T11,thunderstorm_episode
5533390,3RIMG_02NOV2017_1445_L2B_CMK_V01R00.h5,2017-11-02T14:45:00Z,VOCI,VOCI_TS_04_20171102T11,thunderstorm_episode
5533425,3RIMG_02NOV2017_1515_L2B_CMK_V01R00.h5,2017-11-02T15:15:00Z,VOCI,VOCI_TS_04_20171102T11,thunderstorm_episode
5533516,3RIMG_02NOV2017_1545_L2B_CMK_V01R00.h5,2017-11-02T15:45:00Z,VOCI,VOCI_TS_04_20171102T11,thunderstorm_episode
5533585,3RIMG_02NOV2017_1615_L2B_CMK_V01R00.h5,2017-11-02T16:15:00Z,VOCI,VOCI_TS_04_20171102T11,thunderstorm_episode
5533664,3RIMG_02NOV2017_1645_L2B_CMK_V01R00.h5,2017-11-02T16:45:00Z,VOCI,VOCI_TS_04_20171102T11,thunderstorm_episode
5597732,3RIMG_23NOV2017_0915_L2B_CMK_V01R00.h5,2017-11-23T09:15:00Z,VOCI,VOCI_CTL_04_20171102T11,control
5597869,3RIMG_23NOV2017_0944_L2B_CMK_V01R00.h5,2017-11-23T09:44:00Z,VOCI,VOCI_CTL_04_20171102T11,control
5597895,3RIMG_23NOV2017_1014_L2B_CMK_V01R00.h5,2017-11-23T10:14:00Z,VOCI,VOCI_CTL_04_20171102T11,control
5597928,3RIMG_23NOV2017_1045_L2B_CMK_V01R00.h5,2017-11-23T10:45:00Z,VOCI,VOCI_CTL_04_20171102T11,control
5597993,3RIMG_23NOV2017_1114_L2B_CMK_V01R00.h5,2017-11-23T11:14:00Z,VOCI,VOCI_CTL_04_20171102T11,control
5598055,3RIMG_23NOV2017_1145_L2B_CMK_V01R00.h5,2017-11-23T11:45:00Z,VOCI,VOCI_CTL_04_20171102T11,control
5598313,3RIMG_23NOV2017_1244_L2B_CMK_V01R00.h5,2017-11-23T12:44:00Z,VOCI,VOCI_CTL_04_20171102T11,control
5598326,3RIMG_23NOV2017_1315_L2B_CMK_V01R00.h5,2017-11-23T13:15:00Z,VOCI,VOCI_CTL_04_20171102T11,control
5598409,3RIMG_23NOV2017_1344_L2B_CMK_V01R00.h5,2017-11-23T13:44:00Z,VOCI,VOCI_CTL_04_20171102T11,control
5598452,3RIMG_23NOV2017_1414_L2B_CMK_V01R00.h5,2017-11-23T14:14:00Z,VOCI,VOCI_CTL_04_20171102T11,control
5598537,3RIMG_23NOV2017_1445_L2B_CMK_V01R00.h5,2017-11-23T14:45:00Z,VOCI,VOCI_CTL_04_20171102T11,control
5598582,3RIMG_23NOV2017_1514_L2B_CMK_V01R00.h5,2017-11-23T15:14:00Z,VOCI,VOCI_CTL_04_20171102T11,control
5598634,3RIMG_23NOV2017_1545_L2B_CMK_V01R00.h5,2017-11-23T15:45:00Z,VOCI,VOCI_CTL_04_20171102T11,control
5598692,3RIMG_23NOV2017_1615_L2B_CMK_V01R00.h5,2017-11-23T16:15:00Z,VOCI,VOCI_CTL_04_20171102T11,control
5598723,3RIMG_23NOV2017_1644_L2B_CMK_V01R00.h5,2017-11-23T16:44:00Z,VOCI,VOCI_CTL_04_20171102T11,control
6033238,3RIMG_13APR2018_0415_L2B_CMK_V01R00.h5,2018-04-13T04:15:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6033293,3RIMG_13APR2018_0445_L2B_CMK_V01R00.h5,2018-04-13T04:45:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6033365,3RIMG_13APR2018_0515_L2B_CMK_V01R00.h5,2018-04-13T05:15:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6033481,3RIMG_13APR2018_0545_L2B_CMK_V01R00.h5,2018-04-13T05:45:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6033552,3RIMG_13APR2018_0615_L2B_CMK_V01R00.h5,2018-04-13T06:15:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6033593,3RIMG_13APR2018_0645_L2B_CMK_V01R00.h5,2018-04-13T06:45:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6033671,3RIMG_13APR2018_0715_L2B_CMK_V01R00.h5,2018-04-13T07:15:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6033754,3RIMG_13APR2018_0745_L2B_CMK_V01R00.h5,2018-04-13T07:45:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6033933,3RIMG_13APR2018_0815_L2B_CMK_V01R00.h5,2018-04-13T08:15:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6033982,3RIMG_13APR2018_0845_L2B_CMK_V01R00.h5,2018-04-13T08:45:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034469,3RIMG_13APR2018_0915_L2B_CMK_V01R00.h5,2018-04-13T09:15:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034102,3RIMG_13APR2018_0945_L2B_CMK_V01R00.h5,2018-04-13T09:45:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034145,3RIMG_13APR2018_1015_L2B_CMK_V01R00.h5,2018-04-13T10:15:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034195,3RIMG_13APR2018_1045_L2B_CMK_V01R00.h5,2018-04-13T10:45:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034243,3RIMG_13APR2018_1115_L2B_CMK_V01R00.h5,2018-04-13T11:15:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034281,3RIMG_13APR2018_1145_L2B_CMK_V01R00.h5,2018-04-13T11:45:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034320,3RIMG_13APR2018_1215_L2B_CMK_V01R00.h5,2018-04-13T12:15:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034356,3RIMG_13APR2018_1245_L2B_CMK_V01R00.h5,2018-04-13T12:45:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034395,3RIMG_13APR2018_1315_L2B_CMK_V01R00.h5,2018-04-13T13:15:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034430,3RIMG_13APR2018_1345_L2B_CMK_V01R00.h5,2018-04-13T13:45:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034486,3RIMG_13APR2018_1415_L2B_CMK_V01R00.h5,2018-04-13T14:15:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034602,3RIMG_13APR2018_1445_L2B_CMK_V01R00.h5,2018-04-13T14:45:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034640,3RIMG_13APR2018_1515_L2B_CMK_V01R00.h5,2018-04-13T15:15:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034679,3RIMG_13APR2018_1545_L2B_CMK_V01R00.h5,2018-04-13T15:45:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034749,3RIMG_13APR2018_1615_L2B_CMK_V01R00.h5,2018-04-13T16:15:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034787,3RIMG_13APR2018_1645_L2B_CMK_V01R00.h5,2018-04-13T16:45:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034825,3RIMG_13APR2018_1715_L2B_CMK_V01R00.h5,2018-04-13T17:15:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034967,3RIMG_13APR2018_2215_L2B_CMK_V01R00.h5,2018-04-13T22:15:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6034996,3RIMG_13APR2018_2245_L2B_CMK_V01R00.h5,2018-04-13T22:45:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6035027,3RIMG_13APR2018_2315_L2B_CMK_V01R00.h5,2018-04-13T23:15:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6035101,3RIMG_13APR2018_2345_L2B_CMK_V01R00.h5,2018-04-13T23:45:00Z,VOTV,VOTV_TS_01_20180413T06,thunderstorm_episode
6345958,3RIMG_30JUL2018_1714_L2B_CMK_V01R00.h5,2018-07-30T17:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6345999,3RIMG_30JUL2018_1744_L2B_CMK_V01R00.h5,2018-07-30T17:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346046,3RIMG_30JUL2018_1814_L2B_CMK_V01R00.h5,2018-07-30T18:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346084,3RIMG_30JUL2018_1844_L2B_CMK_V01R00.h5,2018-07-30T18:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346130,3RIMG_30JUL2018_1914_L2B_CMK_V01R00.h5,2018-07-30T19:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346173,3RIMG_30JUL2018_1944_L2B_CMK_V01R00.h5,2018-07-30T19:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346203,3RIMG_30JUL2018_2014_L2B_CMK_V01R00.h5,2018-07-30T20:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346247,3RIMG_30JUL2018_2044_L2B_CMK_V01R00.h5,2018-07-30T20:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346319,3RIMG_30JUL2018_2144_L2B_CMK_V01R00.h5,2018-07-30T21:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346357,3RIMG_30JUL2018_2214_L2B_CMK_V01R00.h5,2018-07-30T22:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346413,3RIMG_30JUL2018_2244_L2B_CMK_V01R00.h5,2018-07-30T22:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346448,3RIMG_30JUL2018_2314_L2B_CMK_V01R00.h5,2018-07-30T23:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346493,3RIMG_30JUL2018_2344_L2B_CMK_V01R00.h5,2018-07-30T23:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346539,3RIMG_31JUL2018_0014_L2B_CMK_V01R00.h5,2018-07-31T00:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346578,3RIMG_31JUL2018_0044_L2B_CMK_V01R00.h5,2018-07-31T00:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346617,3RIMG_31JUL2018_0114_L2B_CMK_V01R00.h5,2018-07-31T01:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346668,3RIMG_31JUL2018_0144_L2B_CMK_V01R00.h5,2018-07-31T01:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346713,3RIMG_31JUL2018_0214_L2B_CMK_V01R00.h5,2018-07-31T02:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346756,3RIMG_31JUL2018_0244_L2B_CMK_V01R00.h5,2018-07-31T02:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346896,3RIMG_31JUL2018_0414_L2B_CMK_V01R00.h5,2018-07-31T04:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6346949,3RIMG_31JUL2018_0444_L2B_CMK_V01R00.h5,2018-07-31T04:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6347021,3RIMG_31JUL2018_0514_L2B_CMK_V01R00.h5,2018-07-31T05:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6347082,3RIMG_31JUL2018_0544_L2B_CMK_V01R00.h5,2018-07-31T05:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6347134,3RIMG_31JUL2018_0614_L2B_CMK_V01R00.h5,2018-07-31T06:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6347196,3RIMG_31JUL2018_0644_L2B_CMK_V01R00.h5,2018-07-31T06:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6347239,3RIMG_31JUL2018_0714_L2B_CMK_V01R00.h5,2018-07-31T07:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6347295,3RIMG_31JUL2018_0744_L2B_CMK_V01R00.h5,2018-07-31T07:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6347347,3RIMG_31JUL2018_0814_L2B_CMK_V01R00.h5,2018-07-31T08:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6347405,3RIMG_31JUL2018_0844_L2B_CMK_V01R00.h5,2018-07-31T08:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6347439,3RIMG_31JUL2018_0914_L2B_CMK_V01R00.h5,2018-07-31T09:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6347491,3RIMG_31JUL2018_0944_L2B_CMK_V01R00.h5,2018-07-31T09:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6347532,3RIMG_31JUL2018_1014_L2B_CMK_V01R00.h5,2018-07-31T10:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6347575,3RIMG_31JUL2018_1044_L2B_CMK_V01R00.h5,2018-07-31T10:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6347611,3RIMG_31JUL2018_1114_L2B_CMK_V01R00.h5,2018-07-31T11:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6347669,3RIMG_31JUL2018_1144_L2B_CMK_V01R00.h5,2018-07-31T11:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode
6381693,3RIMG_13AUG2018_1715_L2B_CMK_V01R00.h5,2018-08-13T17:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6381715,3RIMG_13AUG2018_1745_L2B_CMK_V01R00.h5,2018-08-13T17:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6381767,3RIMG_13AUG2018_1945_L2B_CMK_V01R00.h5,2018-08-13T19:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6381780,3RIMG_13AUG2018_2015_L2B_CMK_V01R00.h5,2018-08-13T20:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6381802,3RIMG_13AUG2018_2045_L2B_CMK_V01R00.h5,2018-08-13T20:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6381825,3RIMG_13AUG2018_2115_L2B_CMK_V01R00.h5,2018-08-13T21:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6381859,3RIMG_13AUG2018_2145_L2B_CMK_V01R00.h5,2018-08-13T21:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6381896,3RIMG_13AUG2018_2215_L2B_CMK_V01R00.h5,2018-08-13T22:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6381929,3RIMG_13AUG2018_2245_L2B_CMK_V01R00.h5,2018-08-13T22:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6381979,3RIMG_13AUG2018_2315_L2B_CMK_V01R00.h5,2018-08-13T23:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382029,3RIMG_13AUG2018_2345_L2B_CMK_V01R00.h5,2018-08-13T23:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382065,3RIMG_14AUG2018_0015_L2B_CMK_V01R00.h5,2018-08-14T00:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382106,3RIMG_14AUG2018_0045_L2B_CMK_V01R00.h5,2018-08-14T00:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382142,3RIMG_14AUG2018_0115_L2B_CMK_V01R00.h5,2018-08-14T01:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382194,3RIMG_14AUG2018_0145_L2B_CMK_V01R00.h5,2018-08-14T01:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382232,3RIMG_14AUG2018_0215_L2B_CMK_V01R00.h5,2018-08-14T02:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382277,3RIMG_14AUG2018_0245_L2B_CMK_V01R00.h5,2018-08-14T02:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382336,3RIMG_14AUG2018_0315_L2B_CMK_V01R00.h5,2018-08-14T03:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382384,3RIMG_14AUG2018_0345_L2B_CMK_V01R00.h5,2018-08-14T03:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382433,3RIMG_14AUG2018_0415_L2B_CMK_V01R00.h5,2018-08-14T04:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382503,3RIMG_14AUG2018_0445_L2B_CMK_V01R00.h5,2018-08-14T04:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382695,3RIMG_14AUG2018_0515_L2B_CMK_V01R00.h5,2018-08-14T05:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382751,3RIMG_14AUG2018_0545_L2B_CMK_V01R00.h5,2018-08-14T05:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382802,3RIMG_14AUG2018_0615_L2B_CMK_V01R00.h5,2018-08-14T06:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382858,3RIMG_14AUG2018_0645_L2B_CMK_V01R00.h5,2018-08-14T06:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382910,3RIMG_14AUG2018_0715_L2B_CMK_V01R00.h5,2018-08-14T07:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382952,3RIMG_14AUG2018_0745_L2B_CMK_V01R00.h5,2018-08-14T07:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6382992,3RIMG_14AUG2018_0815_L2B_CMK_V01R00.h5,2018-08-14T08:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6383035,3RIMG_14AUG2018_0845_L2B_CMK_V01R00.h5,2018-08-14T08:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6383074,3RIMG_14AUG2018_0915_L2B_CMK_V01R00.h5,2018-08-14T09:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6383113,3RIMG_14AUG2018_0945_L2B_CMK_V01R00.h5,2018-08-14T09:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6383187,3RIMG_14AUG2018_1015_L2B_CMK_V01R00.h5,2018-08-14T10:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6383227,3RIMG_14AUG2018_1045_L2B_CMK_V01R00.h5,2018-08-14T10:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6383264,3RIMG_14AUG2018_1115_L2B_CMK_V01R00.h5,2018-08-14T11:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control
6383330,3RIMG_14AUG2018_1145_L2B_CMK_V01R00.h5,2018-08-14T11:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control
7265538,3RIMG_24MAY2019_0715_L2B_CMK_V01R00.h5,2019-05-24T07:15:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7265600,3RIMG_24MAY2019_0745_L2B_CMK_V01R00.h5,2019-05-24T07:45:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7265612,3RIMG_24MAY2019_0815_L2B_CMK_V01R00.h5,2019-05-24T08:15:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7265685,3RIMG_24MAY2019_0845_L2B_CMK_V01R00.h5,2019-05-24T08:45:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7265731,3RIMG_24MAY2019_0915_L2B_CMK_V01R00.h5,2019-05-24T09:15:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7265775,3RIMG_24MAY2019_0945_L2B_CMK_V01R00.h5,2019-05-24T09:45:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7265820,3RIMG_24MAY2019_1015_L2B_CMK_V01R00.h5,2019-05-24T10:15:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7265870,3RIMG_24MAY2019_1045_L2B_CMK_V01R00.h5,2019-05-24T10:45:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7265915,3RIMG_24MAY2019_1115_L2B_CMK_V01R00.h5,2019-05-24T11:15:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7265961,3RIMG_24MAY2019_1145_L2B_CMK_V01R00.h5,2019-05-24T11:45:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7266017,3RIMG_24MAY2019_1215_L2B_CMK_V01R00.h5,2019-05-24T12:15:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7266072,3RIMG_24MAY2019_1245_L2B_CMK_V01R00.h5,2019-05-24T12:45:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7266117,3RIMG_24MAY2019_1315_L2B_CMK_V01R00.h5,2019-05-24T13:15:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7266188,3RIMG_24MAY2019_1345_L2B_CMK_V01R00.h5,2019-05-24T13:45:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7266241,3RIMG_24MAY2019_1415_L2B_CMK_V01R00.h5,2019-05-24T14:15:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7266306,3RIMG_24MAY2019_1445_L2B_CMK_V01R00.h5,2019-05-24T14:45:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7266359,3RIMG_24MAY2019_1515_L2B_CMK_V01R00.h5,2019-05-24T15:15:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7266411,3RIMG_24MAY2019_1545_L2B_CMK_V01R00.h5,2019-05-24T15:45:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7266464,3RIMG_24MAY2019_1615_L2B_CMK_V01R00.h5,2019-05-24T16:15:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7266537,3RIMG_24MAY2019_1645_L2B_CMK_V01R00.h5,2019-05-24T16:45:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7266592,3RIMG_24MAY2019_1715_L2B_CMK_V01R00.h5,2019-05-24T17:15:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7266635,3RIMG_24MAY2019_1745_L2B_CMK_V01R00.h5,2019-05-24T17:45:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7267052,3RIMG_24MAY2019_2215_L2B_CMK_V01R00.h5,2019-05-24T22:15:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7267105,3RIMG_24MAY2019_2245_L2B_CMK_V01R00.h5,2019-05-24T22:45:00Z,VOTV,VOTV_TS_04_20190524T09,thunderstorm_episode
7530871,3RIMG_25JUL2019_0115_L2B_CMK_V01R00.h5,2019-07-25T01:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7531003,3RIMG_25JUL2019_0145_L2B_CMK_V01R00.h5,2019-07-25T01:45:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7531317,3RIMG_25JUL2019_0215_L2B_CMK_V01R00.h5,2019-07-25T02:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7531453,3RIMG_25JUL2019_0245_L2B_CMK_V01R00.h5,2019-07-25T02:45:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7531557,3RIMG_25JUL2019_0315_L2B_CMK_V01R00.h5,2019-07-25T03:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7531691,3RIMG_25JUL2019_0345_L2B_CMK_V01R00.h5,2019-07-25T03:45:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7531825,3RIMG_25JUL2019_0415_L2B_CMK_V01R00.h5,2019-07-25T04:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7531971,3RIMG_25JUL2019_0445_L2B_CMK_V01R00.h5,2019-07-25T04:45:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7532192,3RIMG_25JUL2019_0515_L2B_CMK_V01R00.h5,2019-07-25T05:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7532346,3RIMG_25JUL2019_0545_L2B_CMK_V01R00.h5,2019-07-25T05:45:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7532537,3RIMG_25JUL2019_0615_L2B_CMK_V01R00.h5,2019-07-25T06:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7532713,3RIMG_25JUL2019_0645_L2B_CMK_V01R00.h5,2019-07-25T06:45:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7532897,3RIMG_25JUL2019_0715_L2B_CMK_V01R00.h5,2019-07-25T07:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7533076,3RIMG_25JUL2019_0745_L2B_CMK_V01R00.h5,2019-07-25T07:45:00Z,VOCI,VOCI_CTL_03_20190808T03,control
7533268,3RIMG_25JUL2019_0815_L2B_CMK_V01R00.h5,2019-07-25T08:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control
