gId,filename,catalog_timestamp_utc,station,event_id,case_type,selection_reason
4946414,3RIMG_04MAY2017_0615_L2B_CMK_V01R00.h5,2017-05-04T06:15:00Z,VOTV,VOTV_CTL_03_20170518T08,control,MVP sample; station=VOTV; event=VOTV_CTL_03_20170518T08; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
13523803,3RIMG_07MAY2024_0115_L2B_CMK_V01R00.h5,2024-05-07T01:15:00Z,VECC,VECC_TS_04_20240506T13,thunderstorm_episode,MVP sample; station=VECC; event=VECC_TS_04_20240506T13; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
13524145,3RIMG_07MAY2024_0245_L2B_CMK_V01R00.h5,2024-05-07T02:45:00Z,VECC,VECC_TS_04_20240506T13,thunderstorm_episode,MVP sample; station=VECC; event=VECC_TS_04_20240506T13; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
14828185,3RIMG_26DEC2024_2315_L2B_CMK_V01R00.h5,2024-12-26T23:15:00Z,VIDP,VIDP_TS_02_20241227T01,thunderstorm_episode,MVP sample; station=VIDP; event=VIDP_TS_02_20241227T01; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
14828789,3RIMG_27DEC2024_0215_L2B_CMK_V01R00.h5,2024-12-27T02:15:00Z,VIDP,VIDP_TS_02_20241227T01,thunderstorm_episode,MVP sample; station=VIDP; event=VIDP_TS_02_20241227T01; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
14830247,3RIMG_27DEC2024_0715_L2B_CMK_V01R00.h5,2024-12-27T07:15:00Z,VIDP,VIDP_TS_02_20241227T01,thunderstorm_episode,MVP sample; station=VIDP; event=VIDP_TS_02_20241227T01; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
14831899,3RIMG_27DEC2024_1115_L2B_CMK_V01R00.h5,2024-12-27T11:15:00Z,VIDP,VIDP_TS_02_20241227T01,thunderstorm_episode,MVP sample; station=VIDP; event=VIDP_TS_02_20241227T01; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
14832489,3RIMG_27DEC2024_1415_L2B_CMK_V01R00.h5,2024-12-27T14:15:00Z,VIDP,VIDP_TS_02_20241227T01,thunderstorm_episode,MVP sample; station=VIDP; event=VIDP_TS_02_20241227T01; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
14833703,3RIMG_27DEC2024_1645_L2B_CMK_V01R00.h5,2024-12-27T16:45:00Z,VIDP,VIDP_TS_02_20241227T01,thunderstorm_episode,MVP sample; station=VIDP; event=VIDP_TS_02_20241227T01; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
14898193,3RIMG_09JAN2025_2315_L2B_CMK_V01R00.h5,2025-01-09T23:15:00Z,VIDP,VIDP_CTL_02_20241227T01,control,MVP sample; station=VIDP; event=VIDP_CTL_02_20241227T01; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
14898973,3RIMG_10JAN2025_0345_L2B_CMK_V01R00.h5,2025-01-10T03:45:00Z,VIDP,VIDP_CTL_02_20241227T01,control,MVP sample; station=VIDP; event=VIDP_CTL_02_20241227T01; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
14899791,3RIMG_10JAN2025_0745_L2B_CMK_V01R00.h5,2025-01-10T07:45:00Z,VIDP,VIDP_CTL_02_20241227T01,control,MVP sample; station=VIDP; event=VIDP_CTL_02_20241227T01; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
14900455,3RIMG_10JAN2025_1045_L2B_CMK_V01R00.h5,2025-01-10T10:45:00Z,VIDP,VIDP_CTL_02_20241227T01,control,MVP sample; station=VIDP; event=VIDP_CTL_02_20241227T01; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
14901031,3RIMG_10JAN2025_1345_L2B_CMK_V01R00.h5,2025-01-10T13:45:00Z,VIDP,VIDP_CTL_02_20241227T01,control,MVP sample; station=VIDP; event=VIDP_CTL_02_20241227T01; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
14901601,3RIMG_10JAN2025_1645_L2B_CMK_V01R00.h5,2025-01-10T16:45:00Z,VIDP,VIDP_CTL_02_20241227T01,control,MVP sample; station=VIDP; event=VIDP_CTL_02_20241227T01; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
15607679,3RIMG_31MAY2025_1215_L2B_CMK_V01R00.h5,2025-05-31T12:15:00Z,VABB,VABB_CTL_03_20250614T14,control,MVP sample; station=VABB; event=VABB_CTL_03_20250614T14; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
15608231,3RIMG_31MAY2025_1515_L2B_CMK_V01R00.h5,2025-05-31T15:15:00Z,VABB,VABB_CTL_03_20250614T14,control,MVP sample; station=VABB; event=VABB_CTL_03_20250614T14; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
15608589,3RIMG_31MAY2025_1715_L2B_CMK_V01R00.h5,2025-05-31T17:15:00Z,VABB,VABB_CTL_03_20250614T14,control,MVP sample; station=VABB; event=VABB_CTL_03_20250614T14; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
15609475,3RIMG_31MAY2025_2145_L2B_CMK_V01R00.h5,2025-05-31T21:45:00Z,VABB,VABB_CTL_03_20250614T14,control,MVP sample; station=VABB; event=VABB_CTL_03_20250614T14; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
15610011,3RIMG_31MAY2025_2345_L2B_CMK_V01R00.h5,2025-05-31T23:45:00Z,VABB,VABB_CTL_03_20250614T14,control,MVP sample; station=VABB; event=VABB_CTL_03_20250614T14; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
15610591,3RIMG_01JUN2025_0245_L2B_CMK_V01R00.h5,2025-06-01T02:45:00Z,VABB,VABB_CTL_03_20250614T14,control,MVP sample; station=VABB; event=VABB_CTL_03_20250614T14; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
15682305,3RIMG_14JUN2025_1215_L2B_CMK_V01R00.h5,2025-06-14T12:15:00Z,VABB,VABB_TS_03_20250614T14,thunderstorm_episode,MVP sample; station=VABB; event=VABB_TS_03_20250614T14; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
15682909,3RIMG_14JUN2025_1515_L2B_CMK_V01R00.h5,2025-06-14T15:15:00Z,VABB,VABB_TS_03_20250614T14,thunderstorm_episode,MVP sample; station=VABB; event=VABB_TS_03_20250614T14; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
15683541,3RIMG_14JUN2025_1815_L2B_CMK_V01R00.h5,2025-06-14T18:15:00Z,VABB,VABB_TS_03_20250614T14,thunderstorm_episode,MVP sample; station=VABB; event=VABB_TS_03_20250614T14; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
15684365,3RIMG_14JUN2025_2115_L2B_CMK_V01R00.h5,2025-06-14T21:15:00Z,VABB,VABB_TS_03_20250614T14,thunderstorm_episode,MVP sample; station=VABB; event=VABB_TS_03_20250614T14; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
15685171,3RIMG_15JUN2025_0015_L2B_CMK_V01R00.h5,2025-06-15T00:15:00Z,VABB,VABB_TS_03_20250614T14,thunderstorm_episode,MVP sample; station=VABB; event=VABB_TS_03_20250614T14; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
15685687,3RIMG_15JUN2025_0245_L2B_CMK_V01R00.h5,2025-06-15T02:45:00Z,VABB,VABB_TS_03_20250614T14,thunderstorm_episode,MVP sample; station=VABB; event=VABB_TS_03_20250614T14; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
